OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
406364418,BRIO HOSPICE,550001530,Parent Facility,14712 Pipeline Ave,Chino Hills,91709,36,San Bernardino,Not Applicable,,Open,2011-12-02,Home Health Agency/Hospice,Hospice,33.98571000,-117.71512000
406364419,SENSICARE HOME HEALTH INC.,550001534,Parent Facility,99 N San Antonio Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-03-11,Home Health Agency/Hospice,Home Health Agency,34.09506000,-117.66078000
406364420,"VIGILANS HOME HEALTH SERVICES, INC.",550001531,Parent Facility,101 E Redlands Blvd,Redlands,92373,36,San Bernardino,Not Applicable,,Open,2010-12-20,Home Health Agency/Hospice,Home Health Agency,34.05732000,-117.18065000
406364421,ANGELS HOSPICE CORPORATION,550001477,Parent Facility,15220 Central Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2012-05-02,Home Health Agency/Hospice,Hospice,33.97601100,-117.68898340
406364423,"GUARDIAN ANGEL HOME CARE, INC. - ONTARIO",550001511,Parent Facility,647 E E St,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2011-09-13,Home Health Agency/Hospice,Home Health Agency,34.06825000,-117.64259000
406364424,SEASONS HOSPICE & PALLIATIVE CARE OF CALIFORNIA,550001512,Parent Facility,8686 Haven Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2014-12-18,Home Health Agency/Hospice,Hospice,34.09589000,-117.57593000
406364425,"HIGH DESERT HOSPICE SERVICES, INC.",550001527,Parent Facility,12998 Hesperia Rd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2015-03-16,Home Health Agency/Hospice,Hospice,34.48794000,-117.29073000
406364427,"REMEDY HEALTH CARE SERVICES, INC.",550001528,Parent Facility,16689 Foothill Blvd,Fontana,92335,36,San Bernardino,Not Applicable,,Open,2011-03-17,Home Health Agency/Hospice,Home Health Agency,34.10658000,-117.44076000
406364434,ANGELS HOME HEALTH CORPORATION,550001765,Parent Facility,2980 Inland Empire Blvd,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2018-11-11,Home Health Agency/Hospice,Home Health Agency,34.07013000,-117.58692000
406364437,NOVA HOME HOSPICE INC,550001679,Parent Facility,1551 W 13th St,Upland,91786,36,San Bernardino,Not Applicable,,Open,2011-07-29,Home Health Agency/Hospice,Hospice,34.11054000,-117.67973000
406364439,"HOSPICE OF THE ANGELS, INC",550001674,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2011-08-11,Home Health Agency/Hospice,Hospice,34.08130000,-117.69694000
406364440,"GHC HOSPICE, INC",550001816,Parent Facility,906 W 9th St,Upland,91786,36,San Bernardino,Not Applicable,,Open,2011-12-19,Home Health Agency/Hospice,Hospice,34.09598960,-117.66376640
406364441,"REJUVENATE HOSPICE CARE, INC",550001807,Parent Facility,8650 Vineyard Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2016-01-29,Home Health Agency/Hospice,Hospice,34.09666000,-117.61114000
406364442,CALCARE PALLIATIVE SERVICES,550001808,Parent Facility,9140 Haven Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2016-07-11,Home Health Agency/Hospice,Hospice,34.08765000,-117.57592000
406364443,RIVER VALLEY HOME HEALTH,550001658,Parent Facility,149350 Ukiah Trl,Earp,92242,36,San Bernardino,Not Applicable,,Open,2012-02-01,Home Health Agency/Hospice,Home Health Agency,34.12856000,-114.39306000
406364444,ANGELS ON EARTH HOSPICE,550001868,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2012-02-28,Home Health Agency/Hospice,Hospice,34.08133060,-117.69699630
406364445,"KENO HOME HEALTH AGENCY, LLC",550001832,Parent Facility,9360 Santa Anita Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-06-24,Home Health Agency/Hospice,Home Health Agency,34.08391000,-117.53926000
406364446,"CALIFORNIA NURSING CARE SERVICES, INC.",550001645,Parent Facility,4110 Edison Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2019-07-16,Home Health Agency/Hospice,Home Health Agency,33.99723000,-117.71397000
406364449,CAMBRIDGE HOSPICE,550001908,Parent Facility,9229 Utica Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2016-06-15,Home Health Agency/Hospice,Hospice,34.08540000,-117.57148000
406364452,LIVING WATERS HOSPICE,550001951,Parent Facility,6030 Riverside Dr,Chino,91710,36,San Bernardino,Not Applicable,,Open,2018-09-11,Home Health Agency/Hospice,Hospice,34.01919000,-117.67340000
406364453,"INLAND WELLNESS HEALTH CARE, INC",550002028,Parent Facility,869 E Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2016-07-14,Home Health Agency/Hospice,Home Health Agency,34.10724000,-117.63933000
406364454,"ALL IN ONE HOME HEALTH AGENCY, INC",550002017,Parent Facility,1255 E Highland Ave,San Bernardino,92404,36,San Bernardino,Not Applicable,,Open,2019-09-26,Home Health Agency/Hospice,Home Health Agency,34.13538000,-117.25984000
406364458,CHARTER HIGH DESERT HEALTH CARE GROUP LLC,550002121,Parent Facility,19101 Town Center Dr,Apple Valley,92308,36,San Bernardino,Not Applicable,,Open,2012-09-13,Home Health Agency/Hospice,Hospice,34.46576850,-117.24756860
406364460,"APPLE HEALTHCARE, INC.",550001793,Parent Facility,9613 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2012-04-05,Home Health Agency/Hospice,Home Health Agency,34.09928000,-117.59597000
406364463,"HOME AND COMMUNITY HOSPICE, INC",550002304,Parent Facility,337 N Vineyard Ave,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2013-06-13,Home Health Agency/Hospice,Hospice,34.06659260,-117.61102140
406364464,"HOSPICE CARE PROVIDERS, INC",550002321,Parent Facility,9581 Business Center Dr,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2013-06-26,Home Health Agency/Hospice,Hospice,34.09805000,-117.59647000
406364465,"GHC HOME HEALTH, INC.",550002235,Parent Facility,906 W 9th St,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-10-24,Home Health Agency/Hospice,Home Health Agency,34.09601000,-117.66373000
406364468,"REDLANDS HOSPICE CARE, INC",550002216,Parent Facility,101 E Redlands Blvd,Redlands,92373,36,San Bernardino,Not Applicable,,Open,2013-02-21,Home Health Agency/Hospice,Hospice,34.05732000,-117.18134000
406364469,ANGELUS HOME HEALTH,550002037,Parent Facility,9645 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2018-05-08,Home Health Agency/Hospice,Home Health Agency,34.09924000,-117.59503000
406364472,LIGHTHOUSE HOSPICE CARE INC.,550002290,Parent Facility,10535 Foothill Blvd,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2013-05-10,Home Health Agency/Hospice,Hospice,34.10636000,-117.57491000
406364473,PRIORITY ONE HOSPICE,550002176,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2012-11-13,Home Health Agency/Hospice,Hospice,34.08081540,-117.69658680
406364474,ONORIA HEALTH CARE PROVIDER INC.  HOME HEALTH AND HOSPICE,550002117,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2013-04-12,Home Health Agency/Hospice,Home Health Agency,34.08146000,-117.69538000
406364476,GRACELIGHT HOME HEALTH,550002145,Parent Facility,15475 Seneca Rd,Victorville,92392,36,San Bernardino,Not Applicable,,Open,2018-01-09,Home Health Agency/Hospice,Home Health Agency,34.51422000,-117.32631000
406364477,BEYOND HOSPICE CARE,550002284,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2013-05-28,Home Health Agency/Hospice,Hospice,34.08173520,-117.69516810
406364479,"TRINITY HOSPICE, INC",550002374,Parent Facility,484 E Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2013-08-05,Home Health Agency/Hospice,Hospice,34.10665600,-117.64448700
406364480,"ALPHA CARE HOSPICE, INC",550002286,Parent Facility,12598 Central Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2013-05-29,Home Health Agency/Hospice,Hospice,34.02421470,-117.68951400
406364481,MANOR HOSPICE,550002342,Parent Facility,9007 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-07-08,Home Health Agency/Hospice,Hospice,34.09930000,-117.60788000
406364482,ST. BERNARDINE HOSPICE CARE,550002373,Parent Facility,18064 Wika Rd,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,2013-08-09,Home Health Agency/Hospice,Hospice,34.54101380,-117.26984780
406364483,ASPIRE HEALTHCARE SERVICES,550002587,Parent Facility,222 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-01-27,Home Health Agency/Hospice,Home Health Agency,34.09663000,-117.67006000
406364487,"ALLSTAR HEALTH PROVIDERS, INC.",550002526,Parent Facility,9521 Business Center Dr,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2015-12-10,Home Health Agency/Hospice,Home Health Agency,34.09882000,-117.59739000
406364490,"EXCELLENCE HOSPICE PROVIDERS, INC.",550002518,Parent Facility,11760 Central Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2014-01-01,Home Health Agency/Hospice,Hospice,34.03922000,-117.68962000
406364491,"NEW HOPE HOSPICE, INC",550002551,Parent Facility,818 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2014-01-01,Home Health Agency/Hospice,Hospice,34.10425000,-117.67017000
406364493,"BEAR  VALLEY HOSPICE, LLC",550002740,Parent Facility,909 W Big Bear Blvd,Big Bear City,92314,36,San Bernardino,Not Applicable,,Open,2018-05-30,Home Health Agency/Hospice,Hospice,34.26048000,-116.86124000
406364496,FAMILY HERITAGE HOME HEALTH,550002737,Parent Facility,1126 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2014-02-19,Home Health Agency/Hospice,Home Health Agency,34.10674000,-117.66816000
406364497,DESERT SKY HOME HEALTH,550002621,Parent Facility,12241 Industrial Blvd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2018-05-25,Home Health Agency/Hospice,Home Health Agency,34.47335000,-117.28287000
406364498,BIOSCRIP INFUSION SERVICES,550002713,Parent Facility,840 S Rochester,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2014-05-19,Home Health Agency/Hospice,Home Health Agency,34.05700000,-117.54659000
406364501,"SUPPORTIVE HOSPICE CARE, INC.",550001743,Parent Facility,1202 Monte Vista Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2013-03-04,Home Health Agency/Hospice,Hospice,34.10838000,-117.69833000
406364503,"ADVANCE HOSPICE SERVICES, INC.",550002848,Parent Facility,3400 Inland Empire Blvd,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2019-01-29,Home Health Agency/Hospice,Hospice,34.07180000,-117.57835000
406364504,AGAHOSPICE INC.,550004436,Parent Facility,16519 Victor St,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2018-10-25,Home Health Agency/Hospice,Hospice,34.52169000,-117.30428000
406364506,"GOLDEN ANGEL HOSPICE, INC.",550002816,Parent Facility,280 N Benson Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2014-08-13,Home Health Agency/Hospice,Hospice,34.09711000,-117.68089000
406364507,"KENNEDY HOSPICE, INC",550002818,Parent Facility,820 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2014-09-02,Home Health Agency/Hospice,Hospice,34.10374000,-117.67016000
406364508,"BRIGHT SKY HOSPICE CARE, INC.",550002302,Parent Facility,414 Tennessee St,Redlands,92373,36,San Bernardino,Not Applicable,,Open,2013-05-29,Home Health Agency/Hospice,Hospice,34.05792000,-117.20004000
406364509,"HEALTH ESSENTIALS, LLC",550001867,Parent Facility,560 E Hospitality Ln,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2014-03-09,Home Health Agency/Hospice,Hospice,34.06630000,-117.27385000
406364510,"ANGEL HOSPICE PROVIDERS, INC.",550002717,Parent Facility,2980 Inland Empire Blvd,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2018-08-16,Home Health Agency/Hospice,Hospice,34.07013000,-117.58692000
406364511,RELIANT HOSPICE INC.,550002750,Parent Facility,8880 Benson Ave,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2014-06-26,Home Health Agency/Hospice,Hospice,34.09254000,-117.68096000
406364512,"A-ONE HOSPICE PROVIDERS, INC.",550002489,Parent Facility,13788 Roswell Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2013-10-15,Home Health Agency/Hospice,Hospice,34.00331000,-117.72181000
406364513,"LIVINGCARE HOSPICE, INC",550002751,Parent Facility,8560 Vineyard Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2014-07-01,Home Health Agency/Hospice,Hospice,34.09818000,-117.61113000
406364514,SHANGRILA HOSPICE,550002449,Parent Facility,8282 Utica Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-09-24,Home Health Agency/Hospice,Hospice,34.10177000,-117.57227000
406364515,"PRIM HOSPICE CARE, INC.",550002652,Parent Facility,4413 Riverside Dr,Chino,91710,36,San Bernardino,Not Applicable,,Open,2014-04-15,Home Health Agency/Hospice,Hospice,34.01891000,-117.70878000
406364516,"PREMIER HEALTHCARE SERVICES, LLC",550002906,Parent Facility,12401 Hesperia Rd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2019-01-28,Home Health Agency/Hospice,Home Health Agency,34.47724000,-117.29113000
406364517,"STERLING HOSPICE CARE, INC.",550002568,Parent Facility,930 S Mt Vernon Ave,Colton,92324,36,San Bernardino,Not Applicable,,Open,2013-12-23,Home Health Agency/Hospice,Hospice,34.05526000,-117.30907000
406364518,BRIDGE HOSPICE,550002968,Parent Facility,2910 Inland Empire Blvd,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2019-06-09,Home Health Agency/Hospice,Hospice,34.06838000,-117.58763000
406364523,"BRIGHT SKY HOME HEALTH CARE, INC.",550003097,Parent Facility,414 Tennessee St,Redlands,92373,36,San Bernardino,Not Applicable,,Open,2015-06-04,Home Health Agency/Hospice,Home Health Agency,34.05792000,-117.20004000
406364524,ALL SAINTS HOSPICE,550003038,Parent Facility,7365 Carnelian St,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2015-04-01,Home Health Agency/Hospice,Hospice,34.12019000,-117.61604000
406364525,RIVER VALLEY HOSPICE,550003021,Parent Facility,149350 Ukiah Trl,Earp,92242,36,San Bernardino,Not Applicable,,Open,2019-09-20,Home Health Agency/Hospice,Hospice,34.12856000,-114.39306000
406364526,"IVY HOSPICE CARE, INC",550003016,Parent Facility,545 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2015-02-19,Home Health Agency/Hospice,Hospice,34.10077000,-117.67029000
406364527,"CINTA HOSPICE CARE, INC.",550002978,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2017-02-09,Home Health Agency/Hospice,Hospice,34.08147000,-117.69542000
406364529,"WELLHOUSE CARE, INC",550002194,Parent Facility,11354 Mountain View Ave,Loma Linda,92354,36,San Bernardino,Not Applicable,,Open,2015-01-22,Home Health Agency/Hospice,Hospice,34.04733000,-117.24366000
406364532,"GOLDBERG HOSPICE CARE, INC.",550002959,Parent Facility,820 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2014-12-29,Home Health Agency/Hospice,Hospice,34.10399000,-117.67014000
406364533,"OAKVIEW HOSPICE CARE, INC.",550002957,Parent Facility,9087 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2014-12-03,Home Health Agency/Hospice,Hospice,34.09931000,-117.60747000
406364534,GRAND TERRACE HOSPICE,550003072,Parent Facility,22737 Barton Rd,Grand Terrace,92313,36,San Bernardino,Not Applicable,,Open,2015-05-07,Home Health Agency/Hospice,Hospice,34.03495000,-117.30827000
406364535,ABBA HOSPICE CARE INC,550003110,Parent Facility,9587 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2015-06-02,Home Health Agency/Hospice,Hospice,34.09928000,-117.59669000
406364536,"FOOTHILL HOSPICE CARE, INC.",550003111,Parent Facility,222 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2015-05-26,Home Health Agency/Hospice,Hospice,34.09661000,-117.67006000
406364537,"STARLIGHT HOSPICE, INC.",550002977,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-01-26,Home Health Agency/Hospice,Hospice,34.08130000,-117.69693000
406364538,ANGEL OF JOY HOSPICE INC.,550002961,Parent Facility,4702 Brooks St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2014-12-30,Home Health Agency/Hospice,Hospice,34.06165000,-117.70257000
406364540,"LIFE COMFORT CARE, INC.",550003115,Parent Facility,8632 Archibald Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2015-04-22,Home Health Agency/Hospice,Hospice,34.09664000,-117.59350000
406364543,CARMEL HOME HEALTH SERVICES INC,550000774,Parent Facility,8273 White Oak Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2015-11-20,Home Health Agency/Hospice,Home Health Agency,34.10314000,-117.56418000
406364544,"ALBRIGHT HOSPICE OF SAN BERNARDINO, INC.",550002842,Parent Facility,1585 S D St,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2015-01-01,Home Health Agency/Hospice,Hospice,34.07124000,-117.29160100
406364546,"BLENDSHIP, INC.",550002952,Parent Facility,876 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2015-01-01,Home Health Agency/Hospice,Hospice,34.10470000,-117.67017000
406364547,GUARDIAN ANGEL HOSPICE CARE,550003144,Parent Facility,653 E E St,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2015-06-15,Home Health Agency/Hospice,Hospice,34.06826000,-117.64193000
406364548,24/7 CARE AT HOME-HOSPICE,550002474,Parent Facility,3237 E Guasti Rd,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2015-01-01,Home Health Agency/Hospice,Hospice,34.06563000,-117.58172000
406364549,"AMITY HOSPICE AND PALLIATIVE CARE, INC.",550003267,Parent Facility,11800 Central Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2015-09-30,Home Health Agency/Hospice,Hospice,34.03907000,-117.68962000
406364550,"ADVANTAGE HOSPICE PROVIDERS, INC.",550002548,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2015-12-11,Home Health Agency/Hospice,Hospice,34.10118000,-117.67015000
406364551,VNA HOSPICE & PALLIATIVE CARE OF SOUTHERN CA,550002655,Branch,412 E Vanderbilt Way,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2016-04-22,Home Health Agency/Hospice,Hospice,34.06875000,-117.27662000
406364553,PRESIDENTIAL CARE HOME HEALTH,550003146,Parent Facility,337 N Vineyard Ave,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2015-05-26,Home Health Agency/Hospice,Home Health Agency,34.06658000,-117.61104000
406364554,VINEYARD HOME HEALTHCARE LLC,550003420,Parent Facility,9605 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2016-02-11,Home Health Agency/Hospice,Home Health Agency,34.09928000,-117.59611000
406364557,"HEART OF GOLD HOSPICE, INC.",550003658,Parent Facility,4110 Edison Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2016-09-15,Home Health Agency/Hospice,Hospice,33.99725000,-117.71504000
406364559,BLESSED CARE HOSPICE INC.,550003311,Parent Facility,4708 Brooks St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2016-11-30,Home Health Agency/Hospice,Hospice,34.06165000,-117.70245000
406364560,"GREEN VALLEY HOSPICE & PALLIATIVE CARE, INC.",550003399,Parent Facility,19031 US Highway 18,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,2016-01-27,Home Health Agency/Hospice,Hospice,34.53673000,-117.24868000
406364561,HOSPICE OF IE AND OC,550002705,Parent Facility,22365 Barton Rd,Grand Terrace,92313,36,San Bernardino,Not Applicable,,Open,2016-04-23,Home Health Agency/Hospice,Hospice,34.03388000,-117.31659000
406364563,"CARING HANDS HOSPICE, INC.",550003176,Parent Facility,11030 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2016-01-01,Home Health Agency/Hospice,Hospice,34.09913000,-117.56404000
406364564,"BELMONT HOSPICE, INC.",550003368,Parent Facility,1007 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-10-01,Home Health Agency/Hospice,Hospice,34.05461000,-117.31117000
406364565,"ADVENT HOPE HOSPICE, INC.",550002758,Parent Facility,92408,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2016-01-01,Home Health Agency/Hospice,Hospice,34.09739000,-117.28195000
406364570,"LIGHT OF LIFE HOSPICE CARE, LLC",550002948,Parent Facility,6101 Cherry Ave,Fontana,92336,36,San Bernardino,Not Applicable,,Open,2016-12-02,Home Health Agency/Hospice,Hospice,34.14160000,-117.48836000
406364571,"MISSION HOME HEALTH OF ONTARIO, INC.",550003767,Parent Facility,901 Via Piemonte,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2017-05-30,Home Health Agency/Hospice,Home Health Agency,34.07428000,-117.56706000
406364572,"VALOR HOSPICE & PALLIATIVE CARE, INC.",550003853,Parent Facility,577 N D St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2017-03-22,Home Health Agency/Hospice,Hospice,34.10961000,-117.29186000
406364574,"OXFORD HOSPICE CARE, INC.",550002964,Parent Facility,4650 Arrow Hwy,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.09259000,-117.70369000
406364578,"SB HOME HEALTH, INC.",550003884,Parent Facility,2601 Del Rosa Ave,San Bernardino,92404,36,San Bernardino,Not Applicable,,Open,2017-04-19,Home Health Agency/Hospice,Home Health Agency,34.13965000,-117.25238000
406364581,"INSPIRED LIFE HOME HEALTH, INC.",550003939,Parent Facility,357 W 2nd St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2017-08-07,Home Health Agency/Hospice,Home Health Agency,34.10268000,-117.29096000
406364582,BEACON HOSPICE CARE,550002712,Parent Facility,4774 Riverside Dr,Chino,91710,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.01902000,-117.70094000
406364583,"ALAPHIA CARE HOME HEALTH SERVICES, INC.",550003908,Parent Facility,10630 Town Center Dr,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-06-13,Home Health Agency/Hospice,Home Health Agency,34.11114000,-117.57377000
406364584,MERIT HOME HEALTH SERVICES INC.,550003217,Parent Facility,1003 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2018-11-06,Home Health Agency/Hospice,Home Health Agency,34.05460000,-117.31076000
406364586,COMPASSION HOSPICE & PALLIATIVE CARE,550003304,Parent Facility,1016 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2017-10-20,Home Health Agency/Hospice,Hospice,34.05451000,-117.31080000
406364587,"ASCENDIO HEALTH SYSTEM, INC.",550002428,Parent Facility,1035 S Milliken Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2017-09-23,Home Health Agency/Hospice,Hospice,34.05358000,-117.55810000
406364588,A'S HOSPICE,550002541,Parent Facility,14125 Telephone Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2017-08-27,Home Health Agency/Hospice,Hospice,33.99658000,-117.69341000
406364589,LEGACY HOSPICE AND PALLIATIVE CARE,550003172,Parent Facility,13721 Roswell Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2019-07-24,Home Health Agency/Hospice,Hospice,34.00373000,-117.72177000
406364590,VANGUARD HOSPICE CARE,550002716,Parent Facility,13781 Roswell Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.00239000,-117.72178000
406364593,"VIVIAN HOME HEALTH, INC.",550003958,Parent Facility,818 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2017-07-13,Home Health Agency/Hospice,Home Health Agency,34.10424000,-117.67018000
406364594,CITI CARE CORPORATION,550003218,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-09-05,Home Health Agency/Hospice,Hospice,34.08145000,-117.69537000
406364596,"SAN BERNARDINO HOSPICE CARE, INC.",550003219,Parent Facility,505 N Arrowhead Ave,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2017-07-22,Home Health Agency/Hospice,Hospice,34.10856000,-117.28961000
406364597,HOSPICE CARE AT HOME,550003274,Parent Facility,400 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2017-10-21,Home Health Agency/Hospice,Hospice,34.09834000,-117.66838000
406364598,"BLESSED HOPE HOSPICE, INC.",550003300,Parent Facility,2619 S Waterman Ave,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2017-11-24,Home Health Agency/Hospice,Hospice,34.05371000,-117.27869000
406364599,MISSION HOSPICE OF THE INLAND EMPIRE,550003320,Parent Facility,818 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2017-12-03,Home Health Agency/Hospice,Hospice,34.10424000,-117.67018000
406364601,"CARE GIVERS HOSPICE, INC.",550003398,Parent Facility,10970 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.09916000,-117.56501000
406364602,BRIGHTSTAR CARE OF RANCHO CUCAMONGA,550003665,Parent Facility,9587 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-09-13,Home Health Agency/Hospice,Home Health Agency,34.09924000,-117.59673000
406364603,"UNITED HOSPICE, INC",550002523,Parent Facility,12402 Industrial Blvd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2017-12-09,Home Health Agency/Hospice,Hospice,34.47618000,-117.28299000
406366788,CELEBRITY HOMECARE,550000588,Parent Facility,521 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2007-08-29,Home Health Agency/Hospice,Home Health Agency,34.10027380,-117.67209800
